Case_Reported_Date,Reporting_PHU_ID,Reporting_PHU,Number_of_Cases
2021-05-07,2249,Northwestern Health Unit,8
2021-05-07,2251,Ottawa Public Health,108
2021-05-07,2253,Peel Public Health,767
2021-05-07,2255,Peterborough Public Health,10
2021-05-07,2256,Porcupine Health Unit,14
2021-05-07,2257,Renfrew County and District Health Unit,1
2021-05-07,2258,Eastern Ontario Health Unit,16
2021-05-07,2260,Simcoe Muskoka District Health Unit,59
2021-05-07,2261,Sudbury & District Health Unit,5
2021-05-07,2262,Thunder Bay District Health Unit,1
2021-05-07,2263,Timiskaming Health Unit,4
2021-05-07,2265,"Region of Waterloo, Public Health",79
2021-05-07,2266,Wellington-Dufferin-Guelph Public Health,39
2021-05-07,2268,Windsor-Essex County Health Unit,49
2021-05-07,2270,York Region Public Health Services,282
2021-05-07,3895,Toronto Public Health,815
2021-05-07,4913,Southwestern Public Health,19
2021-05-07,5183,Huron Perth District Health Unit,11
2021-05-08,2227,Brant County Health Unit,18
2021-05-08,2230,Durham Region Health Department,199
2021-05-08,2233,Grey Bruce Health Unit,4
2021-05-08,2234,Haldimand-Norfolk Health Unit,4
2021-05-08,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",25
2021-05-08,2236,Halton Region Health Department,97
2021-05-08,2237,Hamilton Public Health Services,91
2021-05-08,2238,Hastings and Prince Edward Counties Health Unit,10
2021-05-08,2240,Chatham-Kent Health Unit,3
2021-05-08,2241,"Kingston, Frontenac and Lennox & Addington Public Health",14
2021-05-08,2242,Lambton Public Health,9
2021-05-08,2243,"Leeds, Grenville and Lanark District Health Unit",4
2021-05-08,2244,Middlesex-London Health Unit,82
2021-05-08,2246,Niagara Region Public Health Department,95
2021-05-08,2247,North Bay Parry Sound District Health Unit,3
2021-05-08,2251,Ottawa Public Health,136
2021-05-08,2253,Peel Public Health,576
2021-05-08,2255,Peterborough Public Health,8
2021-05-08,2256,Porcupine Health Unit,14
2021-05-08,2257,Renfrew County and District Health Unit,5
2021-05-08,2258,Eastern Ontario Health Unit,12
2021-05-08,2260,Simcoe Muskoka District Health Unit,49
2021-05-08,2262,Thunder Bay District Health Unit,6
2021-05-08,2265,"Region of Waterloo, Public Health",72
2021-05-08,2266,Wellington-Dufferin-Guelph Public Health,37
2021-05-08,2268,Windsor-Essex County Health Unit,42
2021-05-08,2270,York Region Public Health Services,266
2021-05-08,3895,Toronto Public Health,780
2021-05-08,4913,Southwestern Public Health,16
2021-05-08,5183,Huron Perth District Health Unit,25
2021-05-09,2226,Algoma Public Health Unit,1
2021-05-09,2227,Brant County Health Unit,3
2021-05-09,2230,Durham Region Health Department,133
2021-05-09,2233,Grey Bruce Health Unit,7
2021-05-09,2234,Haldimand-Norfolk Health Unit,8
2021-05-09,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",10
2021-05-09,2236,Halton Region Health Department,97
2021-05-09,2237,Hamilton Public Health Services,80
2021-05-09,2238,Hastings and Prince Edward Counties Health Unit,5
2021-05-09,2240,Chatham-Kent Health Unit,1
2021-05-09,2241,"Kingston, Frontenac and Lennox & Addington Public Health",10
2021-05-09,2242,Lambton Public Health,4
2021-05-09,2243,"Leeds, Grenville and Lanark District Health Unit",2
2021-05-09,2244,Middlesex-London Health Unit,35
2021-05-09,2246,Niagara Region Public Health Department,70
2021-05-09,2247,North Bay Parry Sound District Health Unit,2
2021-05-09,2249,Northwestern Health Unit,1
2021-05-09,2251,Ottawa Public Health,69
2021-05-09,2253,Peel Public Health,572
2021-05-09,2255,Peterborough Public Health,8
2021-05-09,2256,Porcupine Health Unit,10
2021-05-09,2257,Renfrew County and District Health Unit,19
2021-05-09,2258,Eastern Ontario Health Unit,3
2021-05-09,2260,Simcoe Muskoka District Health Unit,39
2021-05-09,2261,Sudbury & District Health Unit,12
2021-05-09,2262,Thunder Bay District Health Unit,1
2021-05-09,2265,"Region of Waterloo, Public Health",59
2021-05-09,2266,Wellington-Dufferin-Guelph Public Health,29
2021-05-09,2268,Windsor-Essex County Health Unit,27
2021-05-09,2270,York Region Public Health Services,260
2021-05-09,3895,Toronto Public Health,697
2021-05-09,4913,Southwestern Public Health,9
2021-05-09,5183,Huron Perth District Health Unit,1
2021-05-10,2226,Algoma Public Health Unit,6
2021-05-10,2227,Brant County Health Unit,33
2021-05-10,2230,Durham Region Health Department,166
2021-05-10,2233,Grey Bruce Health Unit,2
2021-05-10,2234,Haldimand-Norfolk Health Unit,17
2021-05-10,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",3
2021-05-10,2236,Halton Region Health Department,82
2021-05-10,2237,Hamilton Public Health Services,120
2021-05-10,2238,Hastings and Prince Edward Counties Health Unit,11
2021-05-10,2240,Chatham-Kent Health Unit,4
2021-05-10,2241,"Kingston, Frontenac and Lennox & Addington Public Health",13
2021-05-10,2242,Lambton Public Health,4
2021-05-10,2243,"Leeds, Grenville and Lanark District Health Unit",1
2021-05-10,2244,Middlesex-London Health Unit,69
2021-05-10,2246,Niagara Region Public Health Department,57
2021-05-10,2247,North Bay Parry Sound District Health Unit,3
2021-05-10,2249,Northwestern Health Unit,6
2021-05-10,2251,Ottawa Public Health,82
2021-05-10,2253,Peel Public Health,379
2021-05-10,2255,Peterborough Public Health,3
2021-05-10,2256,Porcupine Health Unit,19
2021-05-10,2258,Eastern Ontario Health Unit,8
2021-05-10,2260,Simcoe Muskoka District Health Unit,32
2021-05-10,2261,Sudbury & District Health Unit,6
2021-05-10,2263,Timiskaming Health Unit,1
2021-05-10,2265,"Region of Waterloo, Public Health",48
2021-05-10,2266,Wellington-Dufferin-Guelph Public Health,25
2021-05-10,2268,Windsor-Essex County Health Unit,39
2021-05-10,2270,York Region Public Health Services,218
2021-05-10,3895,Toronto Public Health,604
2021-05-10,4913,Southwestern Public Health,14
2021-05-10,5183,Huron Perth District Health Unit,2
2021-05-11,2226,Algoma Public Health Unit,4
2021-05-11,2227,Brant County Health Unit,28
2021-05-11,2230,Durham Region Health Department,134
2021-05-11,2233,Grey Bruce Health Unit,12
2021-05-11,2234,Haldimand-Norfolk Health Unit,14
2021-05-11,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",5
2021-05-11,2236,Halton Region Health Department,86
2021-05-11,2237,Hamilton Public Health Services,109
2021-05-11,2238,Hastings and Prince Edward Counties Health Unit,8
2021-05-11,2240,Chatham-Kent Health Unit,5
2021-05-11,2241,"Kingston, Frontenac and Lennox & Addington Public Health",9
2021-05-11,2242,Lambton Public Health,25
2021-05-11,2243,"Leeds, Grenville and Lanark District Health Unit",1
2021-05-11,2244,Middlesex-London Health Unit,74
2021-05-11,2246,Niagara Region Public Health Department,75
2021-05-11,2247,North Bay Parry Sound District Health Unit,6
2021-05-11,2249,Northwestern Health Unit,7
2021-05-11,2251,Ottawa Public Health,124
2021-05-11,2253,Peel Public Health,543
2021-05-11,2255,Peterborough Public Health,12
2021-05-11,2256,Porcupine Health Unit,29
2021-05-11,2257,Renfrew County and District Health Unit,8
2021-05-11,2258,Eastern Ontario Health Unit,16
2021-05-11,2260,Simcoe Muskoka District Health Unit,76
2021-05-11,2261,Sudbury & District Health Unit,6
2021-05-11,2262,Thunder Bay District Health Unit,8
2021-05-11,2265,"Region of Waterloo, Public Health",87
2021-05-11,2266,Wellington-Dufferin-Guelph Public Health,48
2021-05-11,2268,Windsor-Essex County Health Unit,39
2021-05-11,2270,York Region Public Health Services,200
2021-05-11,3895,Toronto Public Health,717
2021-05-11,4913,Southwestern Public Health,17
2021-05-11,5183,Huron Perth District Health Unit,33
2021-05-12,2226,Algoma Public Health Unit,2
2021-05-12,2227,Brant County Health Unit,19
2021-05-12,2230,Durham Region Health Department,167
2021-05-12,2233,Grey Bruce Health Unit,7
2021-05-12,2234,Haldimand-Norfolk Health Unit,13
2021-05-12,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",13
2021-05-12,2236,Halton Region Health Department,84
2021-05-12,2237,Hamilton Public Health Services,130
2021-05-12,2238,Hastings and Prince Edward Counties Health Unit,3
2021-05-12,2240,Chatham-Kent Health Unit,5
2021-05-12,2241,"Kingston, Frontenac and Lennox & Addington Public Health",7
2021-05-12,2242,Lambton Public Health,10
2021-05-12,2243,"Leeds, Grenville and Lanark District Health Unit",2
2021-05-12,2244,Middlesex-London Health Unit,85
2021-05-12,2246,Niagara Region Public Health Department,82
2021-05-12,2247,North Bay Parry Sound District Health Unit,2
2021-05-12,2249,Northwestern Health Unit,4
2021-05-12,2251,Ottawa Public Health,115
2021-05-12,2253,Peel Public Health,572
2021-05-12,2255,Peterborough Public Health,16
2021-05-12,2256,Porcupine Health Unit,22
2021-05-12,2257,Renfrew County and District Health Unit,3
2021-05-12,2258,Eastern Ontario Health Unit,19
2021-05-12,2260,Simcoe Muskoka District Health Unit,48
2021-05-12,2261,Sudbury & District Health Unit,6
2021-05-12,2262,Thunder Bay District Health Unit,7
2021-05-12,2265,"Region of Waterloo, Public Health",54
2021-05-12,2266,Wellington-Dufferin-Guelph Public Health,33
2021-05-12,2268,Windsor-Essex County Health Unit,56
2021-05-12,2270,York Region Public Health Services,234
2021-05-12,3895,Toronto Public Health,734
2021-05-12,4913,Southwestern Public Health,26
2021-05-12,5183,Huron Perth District Health Unit,11
2021-05-13,2226,Algoma Public Health Unit,4
2021-05-13,2227,Brant County Health Unit,24
2021-05-13,2230,Durham Region Health Department,135
2021-05-13,2233,Grey Bruce Health Unit,4
2021-05-13,2234,Haldimand-Norfolk Health Unit,13
2021-05-13,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",8
2021-05-13,2236,Halton Region Health Department,70
2021-05-13,2237,Hamilton Public Health Services,96
2021-05-13,2238,Hastings and Prince Edward Counties Health Unit,2
2021-05-13,2240,Chatham-Kent Health Unit,4
2021-05-13,2241,"Kingston, Frontenac and Lennox & Addington Public Health",9
2021-05-13,2242,Lambton Public Health,17
2021-05-13,2243,"Leeds, Grenville and Lanark District Health Unit",2
2021-05-13,2244,Middlesex-London Health Unit,55
2021-05-13,2246,Niagara Region Public Health Department,54
2021-05-13,2247,North Bay Parry Sound District Health Unit,4
2021-05-13,2249,Northwestern Health Unit,6
2021-05-13,2251,Ottawa Public Health,78
2021-05-13,2253,Peel Public Health,544
2021-05-13,2255,Peterborough Public Health,17
2021-05-13,2256,Porcupine Health Unit,16
2021-05-13,2257,Renfrew County and District Health Unit,2
2021-05-13,2258,Eastern Ontario Health Unit,14
2021-05-13,2260,Simcoe Muskoka District Health Unit,57
2021-05-13,2261,Sudbury & District Health Unit,9
2021-05-13,2262,Thunder Bay District Health Unit,4
2021-05-13,2265,"Region of Waterloo, Public Health",87
2021-05-13,2266,Wellington-Dufferin-Guelph Public Health,32
2021-05-13,2268,Windsor-Essex County Health Unit,47
2021-05-13,2270,York Region Public Health Services,236
2021-05-13,3895,Toronto Public Health,675
2021-05-13,4913,Southwestern Public Health,13
2021-05-13,5183,Huron Perth District Health Unit,12
2021-05-14,2227,Brant County Health Unit,20
2021-05-14,2230,Durham Region Health Department,156
2021-05-14,2233,Grey Bruce Health Unit,9
2021-05-14,2234,Haldimand-Norfolk Health Unit,18
2021-05-14,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",14
2021-05-14,2236,Halton Region Health Department,98
2021-05-14,2237,Hamilton Public Health Services,149
2021-05-14,2238,Hastings and Prince Edward Counties Health Unit,3
2021-05-14,2240,Chatham-Kent Health Unit,3
2021-05-14,2241,"Kingston, Frontenac and Lennox & Addington Public Health",8
2021-05-14,2242,Lambton Public Health,7
2021-05-14,2243,"Leeds, Grenville and Lanark District Health Unit",7
2021-05-14,2244,Middlesex-London Health Unit,47
2021-05-14,2246,Niagara Region Public Health Department,73
2021-05-14,2247,North Bay Parry Sound District Health Unit,3
2021-05-14,2249,Northwestern Health Unit,3
2021-05-14,2251,Ottawa Public Health,128
2021-05-14,2253,Peel Public Health,580
2021-05-14,2255,Peterborough Public Health,13
2021-05-14,2256,Porcupine Health Unit,41
2021-05-14,2257,Renfrew County and District Health Unit,5
2021-05-14,2258,Eastern Ontario Health Unit,23
2021-05-14,2260,Simcoe Muskoka District Health Unit,42
2021-05-14,2261,Sudbury & District Health Unit,3
2021-05-14,2262,Thunder Bay District Health Unit,2
2021-05-14,2265,"Region of Waterloo, Public Health",64
2021-05-14,2266,Wellington-Dufferin-Guelph Public Health,28
2021-05-14,2268,Windsor-Essex County Health Unit,45
2021-05-14,2270,York Region Public Health Services,223
2021-05-14,3895,Toronto Public Health,616
2021-05-14,4913,Southwestern Public Health,6
2021-05-14,5183,Huron Perth District Health Unit,12
2021-05-15,2226,Algoma Public Health Unit,1
2021-05-15,2227,Brant County Health Unit,16
2021-05-15,2230,Durham Region Health Department,122
2021-05-15,2233,Grey Bruce Health Unit,4
2021-05-15,2234,Haldimand-Norfolk Health Unit,8
2021-05-15,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",9
2021-05-15,2236,Halton Region Health Department,67
2021-05-15,2237,Hamilton Public Health Services,102
2021-05-15,2238,Hastings and Prince Edward Counties Health Unit,8
2021-05-15,2240,Chatham-Kent Health Unit,5
2021-05-15,2241,"Kingston, Frontenac and Lennox & Addington Public Health",9
2021-05-15,2242,Lambton Public Health,7
2021-05-15,2243,"Leeds, Grenville and Lanark District Health Unit",4
2021-05-15,2244,Middlesex-London Health Unit,54
2021-05-15,2246,Niagara Region Public Health Department,73
2021-05-15,2247,North Bay Parry Sound District Health Unit,1
2021-05-15,2251,Ottawa Public Health,85
2021-05-15,2253,Peel Public Health,523
2021-05-15,2255,Peterborough Public Health,24
2021-05-15,2256,Porcupine Health Unit,22
2021-05-15,2257,Renfrew County and District Health Unit,8
2021-05-15,2258,Eastern Ontario Health Unit,9
2021-05-15,2260,Simcoe Muskoka District Health Unit,57
2021-05-15,2261,Sudbury & District Health Unit,6
2021-05-15,2262,Thunder Bay District Health Unit,1
2021-05-15,2265,"Region of Waterloo, Public Health",64
2021-05-15,2266,Wellington-Dufferin-Guelph Public Health,19
2021-05-15,2268,Windsor-Essex County Health Unit,35
2021-05-15,2270,York Region Public Health Services,195
2021-05-15,3895,Toronto Public Health,649
2021-05-15,4913,Southwestern Public Health,13
2021-05-15,5183,Huron Perth District Health Unit,9
2021-05-16,2226,Algoma Public Health Unit,1
2021-05-16,2227,Brant County Health Unit,20
2021-05-16,2230,Durham Region Health Department,92
2021-05-16,2233,Grey Bruce Health Unit,4
2021-05-16,2234,Haldimand-Norfolk Health Unit,11
2021-05-16,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",14
2021-05-16,2236,Halton Region Health Department,76
2021-05-16,2237,Hamilton Public Health Services,112
2021-05-16,2238,Hastings and Prince Edward Counties Health Unit,9
2021-05-16,2240,Chatham-Kent Health Unit,3
2021-05-16,2241,"Kingston, Frontenac and Lennox & Addington Public Health",5
2021-05-16,2242,Lambton Public Health,6
2021-05-16,2243,"Leeds, Grenville and Lanark District Health Unit",2
2021-05-16,2244,Middlesex-London Health Unit,20
2021-05-16,2246,Niagara Region Public Health Department,37
2021-05-16,2247,North Bay Parry Sound District Health Unit,8
2021-05-16,2249,Northwestern Health Unit,3
2021-05-16,2251,Ottawa Public Health,46
2021-05-16,2253,Peel Public Health,393
2021-05-16,2255,Peterborough Public Health,6
2021-05-16,2256,Porcupine Health Unit,12
2021-05-16,2257,Renfrew County and District Health Unit,1
2021-05-16,2258,Eastern Ontario Health Unit,8
2021-05-16,2260,Simcoe Muskoka District Health Unit,38
2021-05-16,2261,Sudbury & District Health Unit,2
2021-05-16,2265,"Region of Waterloo, Public Health",61
2021-05-16,2266,Wellington-Dufferin-Guelph Public Health,23
2021-05-16,2268,Windsor-Essex County Health Unit,25
2021-05-16,2270,York Region Public Health Services,142
2021-05-16,3895,Toronto Public Health,495
2021-05-16,4913,Southwestern Public Health,14
2021-05-16,5183,Huron Perth District Health Unit,1
2021-05-17,2226,Algoma Public Health Unit,4
2021-05-17,2227,Brant County Health Unit,9
2021-05-17,2230,Durham Region Health Department,98
2021-05-17,2233,Grey Bruce Health Unit,4
2021-05-17,2234,Haldimand-Norfolk Health Unit,3
2021-05-17,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",10
2021-05-17,2236,Halton Region Health Department,54
2021-05-17,2237,Hamilton Public Health Services,72
2021-05-17,2238,Hastings and Prince Edward Counties Health Unit,10
2021-05-17,2240,Chatham-Kent Health Unit,7
2021-05-17,2241,"Kingston, Frontenac and Lennox & Addington Public Health",9
2021-05-17,2242,Lambton Public Health,4
2021-05-17,2243,"Leeds, Grenville and Lanark District Health Unit",1
2021-05-17,2244,Middlesex-London Health Unit,45
2021-05-17,2246,Niagara Region Public Health Department,50
2021-05-17,2247,North Bay Parry Sound District Health Unit,4
2021-05-17,2249,Northwestern Health Unit,4
2021-05-17,2251,Ottawa Public Health,87
2021-05-17,2253,Peel Public Health,367
2021-05-17,2255,Peterborough Public Health,6
2021-05-17,2256,Porcupine Health Unit,9
2021-05-17,2257,Renfrew County and District Health Unit,3
2021-05-17,2258,Eastern Ontario Health Unit,4
2021-05-17,2260,Simcoe Muskoka District Health Unit,37
2021-05-17,2261,Sudbury & District Health Unit,1
2021-05-17,2262,Thunder Bay District Health Unit,1
2021-05-17,2263,Timiskaming Health Unit,3
2021-05-17,2265,"Region of Waterloo, Public Health",57
